sq_mt_built,n_rooms,n_bathrooms,floor,has_central_heating,has_ac,has_fitted_wardrobes,is_exterior,has_terrace,has_balcony,has_storage_room,District,Neighborhood,Avg_price_distr,Avg_price_neigh,has_sum,rent_price_area,Neigh_cluster,house_type_id_HouseType 2: Casa o chalet,rent_price,predictions_knn,residuals_knn_abs,residuals_knn,resid_percent_knn_abs,resid_percent_knn
78,2.0,2,1,0,0,1,1,1,0,0, Barrio de Salamanca , Lista ,2079,1715,2,22.43589743589743,7,0,1750.0,1787.5,37.5,-37.5,2.142857142857143,-2.142857142857143
85,2.0,1,1,0,1,1,1,0,1,0, Centro , Malasaña-Universidad ,1355,1313,4,17.647058823529417,7,0,1500.0,1532.5,32.5,-32.5,2.1666666666666665,-2.1666666666666665
40,2.0,1,1,0,0,0,1,0,1,0, Tetuán , Berruguete ,1190,935,1,22.5,5,0,900.0,870.0,30.0,30.0,3.3333333333333335,3.3333333333333335
35,1.0,1,3,0,1,1,1,0,0,0, Tetuán , Berruguete ,1190,935,3,20.714285714285715,5,0,725.0,1015.0,290.0,-290.0,40.0,-40.0
60,1.0,1,1,0,0,0,1,0,0,0, Latina , Campamento ,992,929,2,12.166666666666664,2,0,730.0,1175.0,445.0,-445.0,60.95890410958904,-60.95890410958904
48,1.0,1,5,0,1,1,1,0,0,1, Centro , Lavapiés-Embajadores ,1355,1106,4,16.145833333333332,6,0,775.0,1000.0,225.0,-225.0,29.032258064516128,-29.032258064516128
72,3.0,1,4,0,1,0,1,0,0,0, Carabanchel , Abrantes ,892,838,2,11.805555555555555,1,0,850.0,812.5,37.5,37.5,4.411764705882353,4.411764705882353
55,1.0,1,2,0,0,0,0,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,1,14.545454545454545,6,0,800.0,775.0,25.0,25.0,3.125,3.125
47,1.0,1,2,0,0,0,0,0,0,0, Centro , Palacio ,1355,1370,1,13.829787234042554,6,0,650.0,900.0,250.0,-250.0,38.46153846153846,-38.46153846153846
100,2.0,2,0,1,0,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,4,15.5,6,0,1550.0,1425.0,125.0,125.0,8.064516129032258,8.064516129032258
85,3.0,1,3,0,1,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,1,17.647058823529417,6,0,1500.0,1300.0,200.0,200.0,13.333333333333334,13.333333333333334
51,1.0,1,3,0,0,1,1,0,1,0, Chamberí , Trafalgar ,1671,1474,2,18.62745098039216,7,0,950.0,1140.0,190.0,-190.0,20.0,-20.0
130,3.0,2,2,0,0,1,1,1,1,0, Chamberí , Trafalgar ,1671,1474,4,12.692307692307693,7,0,1650.0,1825.0,175.0,-175.0,10.606060606060606,-10.606060606060606
220,4.0,4,4,1,1,1,1,1,1,0, Tetuán , Cuatro Caminos ,1190,1373,5,17.045454545454547,6,0,3750.0,2125.0,1625.0,1625.0,43.333333333333336,43.333333333333336
58,1.0,1,4,0,1,1,1,0,1,0, San Blas , Simancas ,1071,948,5,13.448275862068966,2,0,780.0,850.0,70.0,-70.0,8.974358974358974,-8.974358974358974
45,2.0,1,3,0,0,0,1,1,0,0, Ciudad Lineal , Quintana ,1263,1072,2,17.777777777777782,4,0,800.0,877.5,77.5,-77.5,9.6875,-9.6875
40,1.0,1,1,0,0,1,0,0,0,0, Retiro , Jerónimos ,1790,3121,3,18.75,7,0,750.0,1087.5,337.5,-337.5,45.0,-45.0
40,1.0,1,3,0,1,1,1,1,0,0, Centro , Lavapiés-Embajadores ,1355,1106,5,20.625,6,0,825.0,1025.0,200.0,-200.0,24.242424242424242,-24.242424242424242
82,2.0,1,5,1,1,1,1,1,0,0, Retiro , Pacífico ,1790,1185,4,18.170731707317074,5,0,1490.0,1800.0,310.0,-310.0,20.80536912751678,-20.80536912751678
72,1.0,1,4,0,1,0,1,0,0,0, Arganzuela , Imperial ,1094,1092,2,13.194444444444445,5,0,950.0,850.0,100.0,100.0,10.526315789473685,10.526315789473685
135,4.0,2,3,0,1,1,1,0,1,0, Centro , Chueca-Justicia ,1355,1709,4,14.066666666666665,8,0,1899.0,2350.0,451.0,-451.0,23.74934175882043,-23.74934175882043
55,2.0,1,2,0,1,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,1,20.0,6,0,1100.0,1062.5,37.5,37.5,3.409090909090909,3.409090909090909
68,1.0,1,1,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,4,14.705882352941178,7,0,1000.0,1525.0,525.0,-525.0,52.5,-52.5
50,1.0,1,4,0,0,0,0,0,0,0, Chamberí , Arapiles ,1671,1325,0,18.0,7,0,900.0,812.5,87.5,87.5,9.722222222222221,9.722222222222221
166,3.0,2,1,1,0,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,11.74698795180723,6,0,1950.0,1400.0,550.0,550.0,28.205128205128204,28.205128205128204
147,4.0,2,2,1,1,1,1,1,1,1, Chamberí , Trafalgar ,1671,1474,6,17.006802721088437,7,0,2500.0,2400.0,100.0,100.0,4.0,4.0
53,2.0,1,8,0,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,2,45.849056603773576,8,0,2430.0,1625.0,805.0,805.0,33.1275720164609,33.1275720164609
50,1.0,1,1,0,0,0,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,1,26.0,8,0,1300.0,812.5,487.5,487.5,37.5,37.5
75,2.0,1,5,0,0,1,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,2,10.666666666666666,6,0,800.0,975.0,175.0,-175.0,21.875,-21.875
70,2.0,1,8,0,1,0,1,0,0,0, Retiro , Pacífico ,1790,1185,2,14.142857142857142,5,0,990.0,1090.0,100.0,-100.0,10.1010101010101,-10.1010101010101
64,2.0,1,0,0,0,1,0,1,0,0, Barrio de Salamanca , Goya ,2079,1759,3,18.75,7,0,1200.0,1075.0,125.0,125.0,10.416666666666666,10.416666666666666
55,2.0,1,5,0,0,0,0,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,1,16.272727272727273,6,0,895.0,952.5,57.5,-57.5,6.424581005586592,-6.424581005586592
92,2.0,2,7,0,1,1,1,1,0,0, Retiro , Jerónimos ,1790,3121,3,24.456521739130434,7,0,2250.0,3165.0,915.0,-915.0,40.666666666666664,-40.666666666666664
135,3.0,2,1,0,1,1,1,0,0,1, Moncloa , Aravaca ,2151,2367,6,12.037037037037035,4,0,1625.0,1950.0,325.0,-325.0,20.0,-20.0
100,3.0,2,2,0,1,1,1,0,1,0, Centro , Sol ,1355,1312,3,15.0,6,0,1500.0,2150.0,650.0,-650.0,43.333333333333336,-43.333333333333336
50,1.0,1,1,0,1,1,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,3,22.0,7,0,1100.0,905.0,195.0,195.0,17.727272727272727,17.727272727272727
72,2.0,1,2,0,0,0,1,1,0,0, Puente de Vallecas , San Diego ,775,729,2,10.416666666666666,3,0,750.0,775.0,25.0,-25.0,3.3333333333333335,-3.3333333333333335
121,2.0,2,1,0,1,1,0,0,0,1, Centro , Malasaña-Universidad ,1355,1313,4,24.793388429752067,7,0,3000.0,2325.0,675.0,675.0,22.5,22.5
95,2.0,2,2,0,0,0,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,0,15.789473684210524,7,0,1500.0,1675.0,175.0,-175.0,11.666666666666666,-11.666666666666666
140,3.0,2,3,0,1,1,1,0,0,1, San Blas , Simancas ,1071,948,5,10.714285714285714,2,0,1500.0,1225.0,275.0,275.0,18.333333333333332,18.333333333333332
75,2.0,1,3,0,0,1,0,0,0,0, Retiro , Ibiza ,1790,1462,3,16.0,7,0,1200.0,1400.0,200.0,-200.0,16.666666666666668,-16.666666666666668
150,4.0,2,6,1,0,1,1,1,0,0, Moncloa , Ciudad Universitaria ,2151,2786,3,14.0,5,0,2100.0,1475.0,625.0,625.0,29.761904761904763,29.761904761904763
76,2.0,1,0,1,0,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,12.5,6,0,950.0,1582.5,632.5,-632.5,66.57894736842105,-66.57894736842105
95,3.0,2,0,0,1,1,1,1,0,0, Chamartín , Ciudad Jardín ,1950,1529,4,25.26315789473684,7,0,2400.0,1825.0,575.0,575.0,23.958333333333332,23.958333333333332
80,2.0,1,1,0,0,1,1,0,1,0, Centro , Malasaña-Universidad ,1355,1313,3,19.375,7,0,1550.0,1125.0,425.0,425.0,27.419354838709676,27.419354838709676
180,4.0,4,4,0,1,1,1,0,0,0, Chamberí , Trafalgar ,1671,1474,3,19.58333333333333,7,0,3525.0,2000.0,1525.0,1525.0,43.262411347517734,43.262411347517734
179,4.0,3,3,0,1,1,1,0,0,0, Ciudad Lineal , San Juan Bautista ,1263,2033,5,12.569832402234635,4,0,2250.0,1595.0,655.0,655.0,29.11111111111111,29.11111111111111
76,2.0,1,2,0,1,1,1,1,0,1, Tetuán , Ventilla-Almenara ,1190,1189,4,18.42105263157895,5,0,1400.0,1090.0,310.0,310.0,22.142857142857142,22.142857142857142
65,2.0,1,3,0,0,1,1,0,1,0, Tetuán , Cuatro Caminos ,1190,1373,3,14.615384615384615,6,0,950.0,1340.0,390.0,-390.0,41.05263157894737,-41.05263157894737
50,1.0,1,0,0,0,0,1,0,0,0, Tetuán , Berruguete ,1190,935,0,11.8,5,0,590.0,675.0,85.0,-85.0,14.40677966101695,-14.40677966101695
40,1.0,1,0,0,0,1,1,0,0,0, Moratalaz , Marroquina ,956,937,2,16.25,2,0,650.0,672.5,22.5,-22.5,3.4615384615384617,-3.4615384615384617
48,1.0,1,2,1,1,1,1,0,0,0, Chamberí , Arapiles ,1671,1325,3,17.708333333333332,7,0,850.0,915.0,65.0,-65.0,7.647058823529412,-7.647058823529412
40,0.0,1,3,0,1,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,3,19.375,7,0,775.0,800.0,25.0,-25.0,3.225806451612903,-3.225806451612903
45,1.0,1,0,0,0,1,1,0,0,0, Puente de Vallecas , San Diego ,775,729,2,13.333333333333336,3,0,600.0,820.0,220.0,-220.0,36.666666666666664,-36.666666666666664
67,2.0,1,1,1,0,1,0,0,0,0, Carabanchel , San Isidro ,892,951,2,15.671641791044776,3,0,1050.0,1250.0,200.0,-200.0,19.047619047619047,-19.047619047619047
110,3.0,2,1,0,1,1,1,0,0,0, Arganzuela , Imperial ,1094,1092,6,13.181818181818182,5,0,1450.0,1300.0,150.0,150.0,10.344827586206897,10.344827586206897
90,2.0,2,0,0,1,1,1,1,0,0, Retiro , Pacífico ,1790,1185,5,16.11111111111111,5,0,1450.0,1750.0,300.0,-300.0,20.689655172413794,-20.689655172413794
137,3.0,2,8,1,1,1,1,1,0,0, Hortaleza , Valdebebas - Valdefuentes ,2693,1592,7,11.678832116788321,2,0,1600.0,1470.0,130.0,130.0,8.125,8.125
95,2.0,2,3,0,0,1,1,0,0,1, Tetuán , Cuatro Caminos ,1190,1373,2,15.789473684210524,6,0,1500.0,1500.0,0.0,0.0,0.0,0.0
76,1.0,2,7,0,1,1,0,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,2,17.105263157894736,6,0,1300.0,925.0,375.0,375.0,28.846153846153847,28.846153846153847
68,1.0,1,3,1,1,1,1,0,0,0, Chamartín , Nueva España ,1950,2310,4,19.852941176470583,6,0,1350.0,1700.0,350.0,-350.0,25.925925925925927,-25.925925925925927
47,1.0,1,4,0,1,1,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,3,20.851063829787236,7,0,980.0,1125.0,145.0,-145.0,14.795918367346939,-14.795918367346939
60,2.0,1,3,0,1,1,1,1,0,0, Latina , Puerta del Ángel ,992,1047,4,14.166666666666664,5,0,850.0,785.0,65.0,65.0,7.647058823529412,7.647058823529412
38,1.0,1,1,0,0,1,0,0,0,0, Arganzuela , Palos de Moguer ,1094,1075,2,25.0,6,0,950.0,875.0,75.0,75.0,7.894736842105263,7.894736842105263
128,2.0,2,3,0,1,1,1,0,1,0, Barrio de Salamanca , Recoletos ,2079,2933,4,16.40625,8,0,2100.0,1575.0,525.0,525.0,25.0,25.0
32,1.0,1,8,1,1,1,1,0,0,0, Centro , Palacio ,1355,1370,3,23.4375,6,0,750.0,897.5,147.5,-147.5,19.666666666666668,-19.666666666666668
75,1.0,1,1,0,1,1,1,0,0,0, Chamartín , Nueva España ,1950,2310,4,18.0,6,0,1350.0,1050.0,300.0,300.0,22.22222222222222,22.22222222222222
130,3.0,3,1,0,1,1,1,0,1,0, Barrio de Salamanca , Recoletos ,2079,2933,4,19.23076923076923,8,0,2500.0,2350.0,150.0,150.0,6.0,6.0
79,3.0,1,1,0,0,1,1,0,0,0, Chamartín , El Viso ,1950,3136,2,17.721518987341767,7,0,1400.0,1350.0,50.0,50.0,3.5714285714285716,3.5714285714285716
70,2.0,1,1,0,0,0,1,0,0,0, Chamartín , Castilla ,1950,1451,1,13.571428571428573,5,0,950.0,825.0,125.0,125.0,13.157894736842104,13.157894736842104
45,1.0,1,6,0,1,1,1,0,0,1, Moncloa , Argüelles ,2151,1727,5,20.555555555555557,6,0,925.0,1525.0,600.0,-600.0,64.86486486486487,-64.86486486486487
90,2.0,1,6,1,1,1,1,1,0,0, Ciudad Lineal , Concepción ,1263,1073,5,11.111111111111109,4,0,1000.0,1775.0,775.0,-775.0,77.5,-77.5
45,1.0,1,5,0,1,1,1,0,0,1, Centro , Lavapiés-Embajadores ,1355,1106,4,17.22222222222222,6,0,775.0,1075.0,300.0,-300.0,38.70967741935484,-38.70967741935484
90,2.0,2,2,1,1,0,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,35.0,8,0,3150.0,2100.0,1050.0,1050.0,33.333333333333336,33.333333333333336
50,2.0,1,0,0,0,0,1,0,0,0, Fuencarral , Tres Olivos - Valverde ,1744,1286,1,16.0,2,0,800.0,850.0,50.0,-50.0,6.25,-6.25
90,2.0,1,4,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,2,13.333333333333336,7,0,1200.0,1400.0,200.0,-200.0,16.666666666666668,-16.666666666666668
67,2.0,1,2,0,1,1,1,0,1,0, Barrio de Salamanca , Fuente del Berro ,2079,1181,4,20.149253731343286,5,0,1350.0,1350.0,0.0,0.0,0.0,0.0
90,2.0,1,6,0,1,1,1,1,0,1, San Blas , Simancas ,1071,948,7,13.333333333333336,2,0,1200.0,2250.0,1050.0,-1050.0,87.5,-87.5
158,2.0,2,5,0,1,1,1,0,1,0, Barrio de Salamanca , Castellana ,2079,2512,4,12.658227848101266,8,0,2000.0,1750.0,250.0,250.0,12.5,12.5
40,1.0,1,3,0,0,0,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,2,21.25,6,0,850.0,760.0,90.0,90.0,10.588235294117647,10.588235294117647
105,3.0,1,3,0,1,1,1,1,0,0, Centro , Huertas-Cortes ,1355,1450,3,15.238095238095234,7,0,1600.0,1100.0,500.0,500.0,31.25,31.25
104,2.0,2,7,0,1,1,1,1,1,1, Hortaleza , Valdebebas - Valdefuentes ,2693,1592,9,13.461538461538463,2,0,1400.0,2050.0,650.0,-650.0,46.42857142857143,-46.42857142857143
65,2.0,1,3,0,1,0,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,3,15.230769230769232,7,0,990.0,950.0,40.0,40.0,4.040404040404041,4.040404040404041
30,1.0,1,2,0,1,1,0,0,0,1, Tetuán , Cuatro Caminos ,1190,1373,4,26.63333333333333,6,0,799.0,1000.0,201.0,-201.0,25.15644555694618,-25.15644555694618
50,1.0,1,1,0,1,1,1,1,0,0, Chamberí , Arapiles ,1671,1325,4,23.0,7,0,1150.0,1025.0,125.0,125.0,10.869565217391305,10.869565217391305
110,2.0,2,0,0,1,1,1,1,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,5,15.409090909090908,6,0,1695.0,1625.0,70.0,70.0,4.129793510324483,4.129793510324483
40,2.0,1,1,0,0,0,0,0,0,0, Arganzuela , Imperial ,1094,1092,1,18.75,5,0,750.0,845.0,95.0,-95.0,12.666666666666666,-12.666666666666666
65,1.0,1,1,1,1,1,1,0,0,0, Retiro , Niño Jesús ,1790,2269,4,13.846153846153848,6,0,900.0,750.0,150.0,150.0,16.666666666666668,16.666666666666668
129,2.0,2,5,1,1,1,1,0,0,1, Fuencarral , Mirasierra ,1744,2842,6,12.790697674418604,2,0,1650.0,1295.0,355.0,355.0,21.515151515151516,21.515151515151516
55,1.0,1,8,1,1,1,1,0,0,0, Centro , Sol ,1355,1312,4,22.72727272727273,6,0,1250.0,1190.0,60.0,60.0,4.8,4.8
90,4.0,2,8,0,0,1,1,0,0,0, Moncloa , Ciudad Universitaria ,2151,2786,3,16.11111111111111,5,0,1450.0,1900.0,450.0,-450.0,31.03448275862069,-31.03448275862069
90,2.0,1,4,1,0,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,1,12.211111111111109,6,0,1099.0,1597.5,498.5,-498.5,45.35941765241128,-45.35941765241128
60,1.0,1,0,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,16.666666666666668,7,0,1000.0,1450.0,450.0,-450.0,45.0,-45.0
80,2.0,2,5,0,1,1,1,0,0,0, Tetuán , Ventilla-Almenara ,1190,1189,3,18.75,5,0,1500.0,995.0,505.0,505.0,33.666666666666664,33.666666666666664
45,1.0,1,2,0,1,1,1,0,0,0, Moncloa , Valdemarín ,2151,2975,6,20.0,4,0,900.0,1387.5,487.5,-487.5,54.166666666666664,-54.166666666666664
210,3.0,3,1,0,1,1,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,4,14.285714285714285,7,0,3000.0,1875.0,1125.0,1125.0,37.5,37.5
70,1.0,1,0,0,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,15.714285714285715,6,0,1100.0,1107.5,7.5,-7.5,0.6818181818181818,-0.6818181818181818
191,4.0,3,0,1,1,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,14.659685863874344,6,0,2800.0,1490.0,1310.0,1310.0,46.785714285714285,46.785714285714285
85,3.0,2,1,0,1,1,1,1,0,0, Centro , Sol ,1355,1312,4,19.41176470588235,6,0,1650.0,750.0,900.0,900.0,54.54545454545455,54.54545454545455
155,4.0,4,1,0,1,1,1,0,0,1, Moncloa , Valdemarín ,2151,2975,7,14.516129032258064,4,0,2250.0,2500.0,250.0,-250.0,11.11111111111111,-11.11111111111111
70,2.0,2,1,0,1,1,0,0,0,1, Centro , Palacio ,1355,1370,4,17.142857142857142,6,0,1200.0,1250.0,50.0,-50.0,4.166666666666667,-4.166666666666667
90,2.0,1,3,0,1,0,1,1,0,0, Latina , Puerta del Ángel ,992,1047,3,13.333333333333336,5,0,1200.0,850.0,350.0,350.0,29.166666666666668,29.166666666666668
104,1.0,1,5,0,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,2,27.259615384615387,8,0,2835.0,2565.0,270.0,270.0,9.523809523809524,9.523809523809524
56,2.0,1,5,0,1,1,1,0,0,0, Chamberí , Trafalgar ,1671,1474,4,18.75,7,0,1050.0,1300.0,250.0,-250.0,23.80952380952381,-23.80952380952381
58,2.0,1,4,0,0,0,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,0,39.56896551724138,8,0,2295.0,1755.0,540.0,540.0,23.529411764705884,23.529411764705884
117,2.0,2,3,1,1,1,1,0,1,0, Chamartín , El Viso ,1950,3136,6,17.94871794871795,7,0,2100.0,1575.0,525.0,525.0,25.0,25.0
125,3.0,2,1,1,1,1,1,1,0,1, Chamberí , Arapiles ,1671,1325,6,19.2,7,0,2400.0,1750.0,650.0,650.0,27.083333333333332,27.083333333333332
125,2.0,2,3,0,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,3,16.0,7,0,2000.0,1850.0,150.0,150.0,7.5,7.5
248,5.0,4,4,0,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,3,14.919354838709678,7,0,3700.0,2200.0,1500.0,1500.0,40.54054054054054,40.54054054054054
51,1.0,1,1,0,1,1,0,0,1,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,4,18.62745098039216,6,0,950.0,1475.0,525.0,-525.0,55.26315789473684,-55.26315789473684
52,2.0,1,1,0,1,1,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,3,22.115384615384613,6,0,1150.0,1047.5,102.5,102.5,8.91304347826087,8.91304347826087
184,4.0,2,2,1,0,1,1,1,0,0, Retiro , Ibiza ,1790,1462,3,11.956521739130435,7,0,2200.0,2100.0,100.0,100.0,4.545454545454546,4.545454545454546
60,2.0,1,3,0,1,0,1,0,0,0, Centro , Sol ,1355,1312,1,17.75,6,0,1065.0,1112.5,47.5,-47.5,4.460093896713615,-4.460093896713615
70,1.0,1,5,0,1,1,0,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,4,30.714285714285715,8,0,2150.0,850.0,1300.0,1300.0,60.46511627906977,60.46511627906977
110,3.0,2,4,0,1,1,1,1,0,0, Arganzuela , Delicias ,1094,1116,6,16.363636363636363,5,0,1800.0,1700.0,100.0,100.0,5.555555555555555,5.555555555555555
85,1.0,1,3,0,1,1,1,1,0,0, Chamartín , Nueva España ,1950,2310,4,20.0,6,0,1700.0,2000.0,300.0,-300.0,17.647058823529413,-17.647058823529413
70,2.0,1,2,0,0,1,1,1,0,0, Latina , Campamento ,992,929,3,12.857142857142858,2,0,900.0,800.0,100.0,100.0,11.11111111111111,11.11111111111111
94,2.0,2,1,0,1,1,1,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,12.76595744680851,6,0,1200.0,1725.0,525.0,-525.0,43.75,-43.75
67,1.0,2,0,0,1,0,1,0,0,1, Centro , Malasaña-Universidad ,1355,1313,2,20.149253731343286,7,0,1350.0,935.0,415.0,415.0,30.74074074074074,30.74074074074074
50,1.0,1,4,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,2,22.0,7,0,1100.0,1075.0,25.0,25.0,2.272727272727273,2.272727272727273
120,2.0,1,3,0,0,1,1,1,0,1, Barajas , Timón ,1082,966,7,9.166666666666666,2,0,1100.0,1350.0,250.0,-250.0,22.727272727272727,-22.727272727272727
35,1.0,1,0,0,1,1,0,0,0,0, Chamartín , Prosperidad ,1950,1203,3,20.0,5,0,700.0,795.0,95.0,-95.0,13.571428571428571,-13.571428571428571
50,1.0,1,2,0,0,1,0,0,0,0, Chamberí , Gaztambide ,1671,1448,3,17.0,6,0,850.0,850.0,0.0,0.0,0.0,0.0
50,1.0,1,3,0,0,0,1,0,1,0, Centro , Palacio ,1355,1370,1,19.5,6,0,975.0,1250.0,275.0,-275.0,28.205128205128204,-28.205128205128204
78,3.0,1,3,0,0,0,1,0,0,0, Carabanchel , Puerta Bonita ,892,800,1,11.153846153846152,2,0,870.0,799.5,70.5,70.5,8.10344827586207,8.10344827586207
56,1.0,1,2,0,1,1,1,0,0,1, Barajas , Timón ,1082,966,6,14.732142857142858,2,0,825.0,1212.5,387.5,-387.5,46.96969696969697,-46.96969696969697
52,1.0,1,2,0,1,1,1,0,1,0, Centro , Malasaña-Universidad ,1355,1313,4,21.153846153846157,7,0,1100.0,1350.0,250.0,-250.0,22.727272727272727,-22.727272727272727
75,2.0,1,4,1,0,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,15.333333333333336,6,0,1150.0,1825.0,675.0,-675.0,58.69565217391305,-58.69565217391305
40,1.0,1,0,0,1,1,0,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,3,18.75,6,0,750.0,795.0,45.0,-45.0,6.0,-6.0
67,1.0,1,2,0,1,1,1,0,1,0, Carabanchel , Puerta Bonita ,892,800,4,11.940298507462687,2,0,800.0,900.0,100.0,-100.0,12.5,-12.5
32,1.0,1,4,0,0,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,2,26.5625,7,0,850.0,975.0,125.0,-125.0,14.705882352941176,-14.705882352941176
106,2.0,2,5,1,1,1,1,0,1,0, Retiro , Niño Jesús ,1790,2269,4,17.924528301886788,6,0,1900.0,2275.0,375.0,-375.0,19.736842105263158,-19.736842105263158
165,3.0,2,0,0,1,1,1,1,0,1, Arganzuela , Delicias ,1094,1116,7,10.606060606060606,5,0,1750.0,2350.0,600.0,-600.0,34.285714285714285,-34.285714285714285
135,3.0,2,5,0,1,1,1,1,0,0, Barrio de Salamanca , Recoletos ,2079,2933,3,18.51851851851852,8,0,2500.0,3435.0,935.0,-935.0,37.4,-37.4
140,3.0,3,6,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,31.07142857142857,6,0,4350.0,2400.0,1950.0,1950.0,44.827586206896555,44.827586206896555
135,3.0,2,1,0,1,1,1,0,0,1, Tetuán , Cuatro Caminos ,1190,1373,5,16.296296296296298,6,0,2200.0,1095.0,1105.0,1105.0,50.22727272727273,50.22727272727273
85,3.0,1,3,0,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,1,12.352941176470587,6,0,1050.0,1375.0,325.0,-325.0,30.952380952380953,-30.952380952380953
50,1.0,1,2,0,1,0,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,1,18.0,7,0,900.0,975.0,75.0,-75.0,8.333333333333334,-8.333333333333334
120,2.0,2,3,0,1,1,1,0,0,0, Chamartín , Nueva España ,1950,2310,3,17.5,6,0,2100.0,1800.0,300.0,300.0,14.285714285714286,14.285714285714286
105,3.0,1,0,0,0,1,1,1,0,0, Retiro , Pacífico ,1790,1185,2,14.285714285714285,5,0,1500.0,1125.0,375.0,375.0,25.0,25.0
100,3.0,2,2,0,1,1,1,0,1,0, Chamberí , Trafalgar ,1671,1474,4,20.0,7,0,2000.0,1700.0,300.0,300.0,15.0,15.0
50,1.0,1,1,0,1,1,0,0,0,0, Centro , Palacio ,1355,1370,3,19.0,6,0,950.0,1050.0,100.0,-100.0,10.526315789473685,-10.526315789473685
75,2.0,1,2,1,0,1,0,0,0,0, Chamberí , Almagro ,1671,2327,2,28.0,8,0,2100.0,1100.0,1000.0,1000.0,47.61904761904762,47.61904761904762
68,1.0,1,3,0,1,1,1,0,1,0, Centro , Sol ,1355,1312,4,16.176470588235293,6,0,1100.0,1020.0,80.0,80.0,7.2727272727272725,7.2727272727272725
140,3.0,2,1,0,1,1,1,0,0,1, Usera , 12 de Octubre-Orcasur ,932,848,4,9.642857142857142,1,0,1350.0,2700.0,1350.0,-1350.0,100.0,-100.0
40,1.0,1,4,0,1,0,0,0,0,0, Arganzuela , Palos de Moguer ,1094,1075,1,15.0,6,0,600.0,1097.5,497.5,-497.5,82.91666666666667,-82.91666666666667
54,1.0,1,3,0,1,0,1,1,0,1, Tetuán , Valdeacederas ,1190,934,4,18.51851851851852,5,0,1000.0,990.0,10.0,10.0,1.0,1.0
150,2.0,2,2,0,1,1,1,1,1,1, Chamberí , Almagro ,1671,2327,5,19.33333333333333,8,0,2900.0,2650.0,250.0,250.0,8.620689655172415,8.620689655172415
100,2.0,2,2,0,1,1,1,1,0,0, Centro , Chueca-Justicia ,1355,1709,4,16.0,8,0,1600.0,1825.0,225.0,-225.0,14.0625,-14.0625
130,3.0,3,1,0,1,1,1,1,0,0, Ciudad Lineal , San Pascual ,1263,1268,4,13.076923076923075,5,0,1700.0,3100.0,1400.0,-1400.0,82.3529411764706,-82.3529411764706
58,1.0,1,2,0,1,1,1,1,0,1, Ciudad Lineal , Colina ,1263,1193,7,23.79310344827586,4,0,1380.0,1600.0,220.0,-220.0,15.942028985507246,-15.942028985507246
79,3.0,1,3,0,0,0,1,0,0,0, Moratalaz , Fontarrón ,956,871,0,9.49367088607595,1,0,750.0,1025.0,275.0,-275.0,36.666666666666664,-36.666666666666664
