sq_mt_built,n_rooms,n_bathrooms,floor,has_central_heating,has_ac,has_fitted_wardrobes,is_exterior,has_terrace,has_balcony,has_storage_room,District,Neighborhood,Avg_price_distr,Avg_price_neigh,has_sum,rent_price_area,Neigh_cluster,house_type_id_HouseType 2: Casa o chalet,rent_price,predictions_lgb,residuals_lgb_abs,residuals_lgb,resid_percent_lgb,resid_percent_lgb_abs
75,2.0,1,4,0,1,1,1,0,0,0, Retiro , Pacífico ,1790,1185,2,11.866666666666667,5,0,890.0,1166.1303215693094,276.13032156930944,-276.13032156930944,-31.0258788280123,31.0258788280123
47,1.0,1,2,0,1,1,0,0,0,0, Chamberí , Gaztambide ,1671,1448,3,17.02127659574468,6,0,800.0,963.5669414054139,163.5669414054139,-163.5669414054139,-20.445867675676737,20.445867675676737
44,2.0,1,1,0,1,1,1,0,1,0, Tetuán , Cuatro Caminos ,1190,1373,4,21.363636363636363,6,0,940.0,965.3835734318099,25.38357343180985,-25.38357343180985,-2.700380152320197,2.700380152320197
90,2.0,2,5,0,0,1,1,1,0,0, Villa de Vallecas , Santa Eugenia ,840,892,5,10.0,1,0,900.0,933.2610198326105,33.261019832610486,-33.261019832610486,-3.695668870290054,3.695668870290054
60,1.0,1,1,1,1,1,1,0,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,3,18.33333333333333,6,0,1100.0,1073.0194699624947,26.980530037505332,26.980530037505332,2.4527754579550303,2.4527754579550303
120,3.0,2,5,1,1,0,1,0,0,0, Retiro , Jerónimos ,1790,3121,2,17.583333333333332,7,0,2110.0,2099.315510698557,10.684489301443136,10.684489301443136,0.5063739005423288,0.5063739005423288
70,1.0,1,4,0,0,1,1,0,1,0, Centro , Sol ,1355,1312,3,14.142857142857142,6,0,990.0,1048.4183338526254,58.41833385262544,-58.41833385262544,-5.900841803295498,5.900841803295498
55,1.0,1,2,0,0,1,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,1,13.363636363636365,8,0,735.0,963.443886987061,228.44388698706098,-228.44388698706098,-31.080800950620542,31.080800950620542
135,3.0,2,1,0,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,2,14.629629629629632,7,0,1975.0,2593.6204779009518,618.6204779009518,-618.6204779009518,-31.322555843086164,31.322555843086164
50,1.0,1,0,0,1,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,2,25.0,6,0,1250.0,993.1007482691012,256.89925173089875,256.89925173089875,20.551940138471902,20.551940138471902
45,1.0,1,0,0,1,1,1,0,0,0, Arganzuela , Delicias ,1094,1116,3,16.666666666666668,5,0,750.0,842.923789346257,92.92378934625697,-92.92378934625697,-12.389838579500928,12.389838579500928
35,1.0,1,0,0,1,0,1,0,0,0, Ciudad Lineal , Colina ,1263,1193,2,18.571428571428573,4,0,650.0,732.8363127721913,82.83631277219126,-82.83631277219126,-12.744048118798657,12.744048118798657
159,4.0,3,2,0,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,4,15.094339622641508,8,0,2400.0,3205.3479150041812,805.3479150041812,-805.3479150041812,-33.55616312517422,33.55616312517422
110,3.0,2,5,0,1,1,1,1,0,0, Villaverde , Los Rosales ,843,867,7,11.363636363636365,1,0,1250.0,1114.103911278189,135.8960887218111,135.8960887218111,10.871687097744887,10.871687097744887
64,2.0,1,4,0,1,1,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,3,20.3125,6,0,1300.0,1138.9843965648356,161.0156034351644,161.0156034351644,12.385815648858799,12.385815648858799
50,1.0,1,1,1,1,1,1,0,0,0, Chamartín , Nueva España ,1950,2310,3,26.0,6,0,1300.0,1146.8466745744445,153.15332542555552,153.15332542555552,11.781025032735041,11.781025032735041
33,1.0,1,1,0,0,1,0,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,2,24.24242424242424,6,0,800.0,760.6151277121362,39.3848722878638,39.3848722878638,4.923109035982975,4.923109035982975
55,2.0,1,2,0,1,0,0,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,2,14.545454545454545,6,0,800.0,1026.6196721193012,226.61967211930119,-226.61967211930119,-28.327459014912648,28.327459014912648
70,1.0,1,4,0,1,1,0,0,0,0, Chamberí , Trafalgar ,1671,1474,3,12.857142857142858,7,0,900.0,1293.3147181366212,393.3147181366212,-393.3147181366212,-43.70163534851347,43.70163534851347
76,2.0,1,3,0,1,0,1,1,0,0, Villa de Vallecas , Casco Histórico de Vallecas ,840,817,2,9.210526315789474,1,0,700.0,827.1591085989114,127.15910859891142,-127.15910859891142,-18.16558694270163,18.16558694270163
130,3.0,2,5,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,21.153846153846157,7,0,2750.0,3093.833753131189,343.83375313118904,-343.83375313118904,-12.503045568406874,12.503045568406874
98,2.0,2,4,0,1,1,1,1,0,0, Tetuán , Berruguete ,1190,935,4,16.3265306122449,5,0,1600.0,1325.2255144015396,274.7744855984604,274.7744855984604,17.173405349903774,17.173405349903774
67,1.0,2,3,0,1,1,0,0,1,0, Barrio de Salamanca , Lista ,2079,1715,3,22.238805970149254,7,0,1490.0,1381.055130099344,108.94486990065593,108.94486990065593,7.311736234943352,7.311736234943352
45,2.0,1,5,0,0,1,0,0,0,0, Barrio de Salamanca , Lista ,2079,1715,2,21.11111111111111,7,0,950.0,1014.6042202740211,64.60422027402115,-64.60422027402115,-6.800444239370647,6.800444239370647
52,1.0,1,2,0,0,0,1,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,0,36.346153846153854,8,0,1890.0,1421.7871940241498,468.2128059758502,468.2128059758502,24.77316433734657,24.77316433734657
75,1.0,1,1,1,1,1,1,1,0,0, Tetuán , Cuatro Caminos ,1190,1373,4,17.266666666666666,6,0,1295.0,1344.6951490570689,49.695149057068875,-49.695149057068875,-3.8374632476501063,3.8374632476501063
53,1.0,1,1,0,0,0,1,0,0,0, Chamartín , Nueva España ,1950,2310,0,19.81132075471698,6,0,1050.0,1290.4777119151074,240.47771191510742,-240.47771191510742,-22.90263923001023,22.90263923001023
90,3.0,1,4,0,0,1,1,1,0,0, Puente de Vallecas , Numancia ,775,787,3,13.888888888888891,4,0,1250.0,1207.0909006401685,42.90909935983154,42.90909935983154,3.4327279487865234,3.4327279487865234
72,2.0,1,6,1,1,1,0,0,0,0, Barrio de Salamanca , Lista ,2079,1715,3,25.0,7,0,1800.0,1295.7358963606368,504.26410363936316,504.26410363936316,28.014672424409063,28.014672424409063
75,2.0,2,0,0,0,0,1,0,0,0, Ciudad Lineal , Concepción ,1263,1073,1,12.0,4,0,900.0,1054.3486809760334,154.3486809760334,-154.3486809760334,-17.149853441781488,17.149853441781488
60,2.0,1,2,1,0,0,0,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,1,16.666666666666668,6,0,1000.0,1017.1468525009093,17.14685250090929,-17.14685250090929,-1.714685250090929,1.714685250090929
78,1.0,1,2,0,1,1,1,1,0,0, Ciudad Lineal , Concepción ,1263,1073,4,12.17948717948718,4,0,950.0,1007.4383164227463,57.43831642274631,-57.43831642274631,-6.046138570815401,6.046138570815401
100,2.0,2,5,0,1,1,1,1,0,0, Hortaleza , Apóstol Santiago ,2693,1329,7,12.75,1,0,1275.0,1233.457918934974,41.54208106502597,41.54208106502597,3.258202436472625,3.258202436472625
277,4.0,3,2,0,1,1,0,1,1,1, Moncloa , Valdemarín ,2151,2975,8,10.469314079422384,4,1,2900.0,3150.8054100053637,250.80541000536368,-250.80541000536368,-8.648462413978057,8.648462413978057
60,1.0,1,6,0,1,1,1,1,0,0, Arganzuela , Imperial ,1094,1092,6,22.5,5,0,1350.0,1201.9787119240436,148.02128807595636,148.02128807595636,10.964539857478249,10.964539857478249
46,1.0,1,1,0,0,0,1,0,0,0, Tetuán , Berruguete ,1190,935,0,15.869565217391305,5,0,730.0,786.2260924456662,56.226092445666154,-56.226092445666154,-7.702204444611802,7.702204444611802
110,3.0,2,1,0,0,1,1,0,0,0, Ciudad Lineal , San Juan Bautista ,1263,2033,3,13.181818181818182,4,0,1450.0,1328.5704875026768,121.42951249732323,121.42951249732323,8.37444913774643,8.37444913774643
156,4.0,4,1,0,1,1,1,0,0,1, Moncloa , Valdemarín ,2151,2975,4,13.782051282051285,4,0,2150.0,2368.4688382347285,218.46883823472854,-218.46883823472854,-10.161341313243188,10.161341313243188
90,2.0,2,2,0,1,0,1,0,1,0, Centro , Sol ,1355,1312,2,15.444444444444445,6,0,1390.0,1545.3210488765496,155.32104887654964,-155.32104887654964,-11.17417617816904,11.17417617816904
60,2.0,1,5,0,0,1,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,15.0,7,0,900.0,1168.8578658762935,268.85786587629354,-268.85786587629354,-29.87309620847706,29.87309620847706
105,2.0,2,7,1,1,1,1,1,0,0, Tetuán , Cuatro Caminos ,1190,1373,4,17.142857142857142,6,0,1800.0,2036.4722100039053,236.47221000390527,-236.47221000390527,-13.13734500021696,13.13734500021696
90,2.0,2,1,0,0,0,1,0,0,0, Ciudad Lineal , San Juan Bautista ,1263,2033,4,13.888888888888891,4,0,1250.0,1246.1509171030525,3.8490828969474933,3.8490828969474933,0.3079266317557995,0.3079266317557995
170,3.0,2,5,0,1,1,1,1,0,0, Centro , Palacio ,1355,1370,4,11.470588235294118,6,0,1950.0,2469.62699322262,519.6269932226201,-519.6269932226201,-26.647538113980517,26.647538113980517
55,1.0,1,1,0,1,1,1,0,0,0, Ciudad Lineal , Ventas ,1263,888,3,21.818181818181817,3,0,1200.0,801.1809673505157,398.81903264948426,398.81903264948426,33.234919387457026,33.234919387457026
60,1.0,1,0,0,1,1,1,0,0,0, Moncloa , Valdezarza ,2151,1239,3,14.166666666666664,4,0,850.0,896.771321785594,46.771321785593955,-46.771321785593955,-5.502508445363994,5.502508445363994
40,1.0,1,6,0,1,0,0,0,0,0, Retiro , Ibiza ,1790,1462,2,22.5,7,0,900.0,869.2734418401818,30.726558159818183,30.726558159818183,3.414062017757576,3.414062017757576
38,1.0,1,4,0,1,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,2,20.92105263157895,6,0,795.0,723.6561082373528,71.34389176264722,71.34389176264722,8.97407443555311,8.97407443555311
78,3.0,1,2,0,0,1,1,1,0,0, Carabanchel , Vista Alegre ,892,851,3,9.743589743589745,2,0,760.0,836.9802188273223,76.98021882732235,-76.98021882732235,-10.128976161489783,10.128976161489783
80,2.0,2,7,0,1,1,0,0,0,0, Chamartín , El Viso ,1950,3136,2,18.75,7,0,1500.0,1927.555800198582,427.5558001985819,-427.5558001985819,-28.50372001323879,28.50372001323879
55,2.0,1,1,0,0,0,1,0,0,0, Retiro , Pacífico ,1790,1185,3,23.63636363636364,5,0,1300.0,1016.7906127109856,283.20938728901444,283.20938728901444,21.78533748377034,21.78533748377034
70,2.0,1,0,0,0,1,1,0,0,0, Arganzuela , Palos de Moguer ,1094,1075,3,17.857142857142858,6,0,1250.0,1079.8924877481415,170.10751225185845,170.10751225185845,13.608600980148676,13.608600980148676
40,1.0,1,0,1,1,1,0,1,0,0, Chamberí , Almagro ,1671,2327,4,15.625,8,0,625.0,911.5076335095245,286.50763350952445,-286.50763350952445,-45.841221361523914,45.841221361523914
50,1.0,1,0,0,0,1,1,1,0,0, Moncloa , Argüelles ,2151,1727,3,17.4,6,0,870.0,1034.1998103701328,164.1998103701328,-164.1998103701328,-18.873541421854345,18.873541421854345
130,3.0,3,2,0,1,1,1,1,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,3,16.53846153846154,6,0,2150.0,2293.584633582795,143.58463358279505,-143.58463358279505,-6.67835505036256,6.67835505036256
70,1.0,1,1,0,1,1,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,4,16.428571428571427,7,0,1150.0,1395.888617496116,245.888617496116,-245.888617496116,-21.38161891270574,21.38161891270574
82,2.0,2,5,0,1,1,1,1,0,1, Centro , Huertas-Cortes ,1355,1450,4,23.170731707317074,7,0,1900.0,2131.0086271113823,231.00862711138234,-231.00862711138234,-12.158348795335913,12.158348795335913
85,3.0,2,2,0,0,0,0,0,0,0, Chamberí , Arapiles ,1671,1325,0,17.058823529411768,7,0,1450.0,1790.5108280962236,340.5108280962236,-340.5108280962236,-23.48350538594645,23.48350538594645
116,3.0,2,2,0,0,1,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,4,11.85344827586207,3,0,1375.0,1326.07236292363,48.92763707637005,48.92763707637005,3.558373605554185,3.558373605554185
80,1.0,1,7,0,1,1,0,1,0,0, Chamberí , Gaztambide ,1671,1448,6,16.25,6,0,1300.0,1551.228946595217,251.22894659521694,-251.22894659521694,-19.325303584247457,19.325303584247457
45,2.0,1,2,0,0,1,0,0,0,0, Chamartín , Prosperidad ,1950,1203,2,25.555555555555557,5,0,1150.0,798.3806048735216,351.61939512647837,351.61939512647837,30.57559957621551,30.57559957621551
93,2.0,2,3,0,1,1,1,0,0,1, San Blas , Rejas ,1071,968,7,11.827956989247312,2,0,1100.0,1047.9972625852818,52.00273741471824,52.00273741471824,4.727521583156204,4.727521583156204
106,2.0,1,7,0,1,1,1,0,0,0, Barrio de Salamanca , Lista ,2079,1715,2,16.9811320754717,7,0,1800.0,1884.256731581602,84.25673158160203,-84.25673158160203,-4.680929532311224,4.680929532311224
60,2.0,2,0,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,30.0,7,0,1800.0,1343.8117199912404,456.18828000875965,456.18828000875965,25.343793333819978,25.343793333819978
70,2.0,1,5,0,1,1,1,0,0,0, Centro , Palacio ,1355,1370,3,17.142857142857142,6,0,1200.0,1272.4144954940155,72.41449549401545,-72.41449549401545,-6.034541291167955,6.034541291167955
67,1.0,2,4,1,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,23.88059701492537,8,0,1600.0,1679.9994633602703,79.99946336027028,-79.99946336027028,-4.999966460016893,4.999966460016893
118,3.0,2,5,0,0,1,1,0,0,0, Retiro , Ibiza ,1790,1462,2,13.559322033898303,7,0,1600.0,1874.4175424731304,274.4175424731304,-274.4175424731304,-17.15109640457065,17.15109640457065
48,1.0,1,4,0,0,1,1,0,0,0, Ciudad Lineal , San Pascual ,1263,1268,1,15.625,5,0,750.0,837.7201973967358,87.72019739673578,-87.72019739673578,-11.696026319564771,11.696026319564771
79,3.0,2,0,0,1,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,3,20.88607594936709,6,0,1650.0,1376.050542139392,273.94945786060794,273.94945786060794,16.60299744609745,16.60299744609745
65,2.0,1,0,0,0,1,1,1,0,0, San Blas , Canillejas ,1071,1182,4,13.846153846153848,1,0,900.0,869.2781569396523,30.721843060347737,30.721843060347737,3.4135381178164153,3.4135381178164153
110,3.0,2,3,1,1,1,1,1,1,0, Barajas , Casco Histórico de Barajas ,1082,893,5,8.863636363636363,2,0,975.0,1174.050619135262,199.05061913526197,-199.05061913526197,-20.415448116437123,20.415448116437123
73,0.0,2,0,0,0,0,1,0,0,0, Retiro , Niño Jesús ,1790,2269,0,20.02739726027397,6,0,1462.0,1341.74496425266,120.25503574733989,120.25503574733989,8.225378642088913,8.225378642088913
200,3.0,2,2,0,1,1,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,2,12.0,7,0,2400.0,2549.98519454285,149.98519454284997,-149.98519454284997,-6.249383105952082,6.249383105952082
225,3.0,3,2,1,1,1,1,0,1,0, Centro , Palacio ,1355,1370,4,15.555555555555555,6,0,3500.0,2771.9803664116207,728.0196335883793,728.0196335883793,20.800560959667983,20.800560959667983
56,1.0,1,3,0,0,1,1,0,1,0, Centro , Malasaña-Universidad ,1355,1313,3,18.75,7,0,1050.0,1086.7364048228999,36.736404822899885,-36.736404822899885,-3.4987052212285605,3.4987052212285605
85,2.0,2,0,0,0,1,1,0,0,0, Arganzuela , Acacias ,1094,1044,3,10.588235294117649,5,0,900.0,1052.8148540503587,152.8148540503587,-152.8148540503587,-16.979428227817632,16.979428227817632
177,3.0,3,3,1,1,1,1,1,0,0, Chamberí , Vallehermoso ,1671,1693,5,12.711864406779661,6,0,2250.0,2520.069545669401,270.0695456694011,-270.0695456694011,-12.00309091864005,12.00309091864005
43,2.0,1,0,0,0,1,1,0,0,0, Retiro , Jerónimos ,1790,3121,1,16.27906976744186,7,0,700.0,901.507785591617,201.507785591617,-201.507785591617,-28.78682651308814,28.78682651308814
100,2.0,2,1,0,1,1,1,0,1,0, Centro , Malasaña-Universidad ,1355,1313,4,17.77,7,0,1777.0,1849.5188030127615,72.51880301276151,-72.51880301276151,-4.080968093008526,4.080968093008526
70,1.0,1,2,0,1,0,1,0,1,0, Retiro , Jerónimos ,1790,3121,3,26.42857142857143,7,0,1850.0,1444.6097473588857,405.39025264111433,405.39025264111433,21.912986629249424,21.912986629249424
90,2.0,1,2,0,1,1,1,0,1,0, Centro , Palacio ,1355,1370,4,14.444444444444445,6,0,1300.0,1494.9404964987693,194.94049649876933,-194.94049649876933,-14.995422807597642,14.995422807597642
85,2.0,2,2,0,0,0,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,0,17.647058823529417,7,0,1500.0,1262.4046188758123,237.59538112418772,237.59538112418772,15.839692074945848,15.839692074945848
41,1.0,1,4,0,1,1,1,1,1,0, Chamberí , Trafalgar ,1671,1474,5,30.48780487804878,7,0,1250.0,1138.143476460405,111.85652353959495,111.85652353959495,8.948521883167595,8.948521883167595
75,1.0,1,5,1,1,1,1,0,0,0, Chamartín , Nueva España ,1950,2310,3,21.33333333333333,6,0,1600.0,1439.6776484489521,160.32235155104786,160.32235155104786,10.020146971940491,10.020146971940491
80,1.0,1,3,0,1,1,1,1,0,0, Barrio de Salamanca , Recoletos ,2079,2933,3,32.0625,8,0,2565.0,2117.7535809875676,447.2464190124324,447.2464190124324,17.43650756383752,17.43650756383752
71,3.0,1,4,0,0,0,1,0,0,0, Latina , Aluche ,992,920,1,12.323943661971828,1,0,875.0,874.2687387553344,0.7312612446655748,0.7312612446655748,0.0835727136760657,0.0835727136760657
98,2.0,1,3,0,1,1,1,0,0,0, Centro , Palacio ,1355,1370,3,13.775510204081634,6,0,1350.0,1281.7397415768135,68.26025842318654,68.26025842318654,5.056315438754559,5.056315438754559
133,3.0,2,6,1,1,1,1,0,0,0, Barrio de Salamanca , Lista ,2079,1715,4,15.037593984962404,7,0,2000.0,2114.473442284286,114.4734422842862,-114.4734422842862,-5.72367211421431,5.72367211421431
40,1.0,1,1,1,0,1,0,1,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,3,22.5,6,0,900.0,915.9126398272994,15.912639827299358,-15.912639827299358,-1.768071091922151,1.768071091922151
59,1.0,1,5,0,0,1,1,0,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,1,14.406779661016948,6,0,850.0,1050.5219857961472,200.5219857961472,-200.5219857961472,-23.59082185837026,23.59082185837026
44,2.0,1,4,0,1,0,1,0,0,0, Arganzuela , Palos de Moguer ,1094,1075,3,22.272727272727273,6,0,980.0,965.1995353852842,14.800464614715793,14.800464614715793,1.5102514912975298,1.5102514912975298
29,1.0,1,1,0,0,1,0,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,1,22.41379310344828,6,0,650.0,781.7224217169029,131.7224217169029,-131.7224217169029,-20.264987956446596,20.264987956446596
68,1.0,1,1,0,0,1,1,0,1,1, Tetuán , Valdeacederas ,1190,934,5,10.661764705882351,5,0,725.0,1006.1599166286636,281.1599166286636,-281.1599166286636,-38.780678155677734,38.780678155677734
180,4.0,2,6,1,1,1,1,1,0,0, Chamartín , Ciudad Jardín ,1950,1529,4,11.111111111111109,7,0,2000.0,2795.878553169153,795.8785531691528,-795.8785531691528,-39.79392765845764,39.79392765845764
130,4.0,1,1,0,0,1,0,0,0,0, Chamberí , Gaztambide ,1671,1448,3,13.769230769230768,6,0,1790.0,1984.7657572567348,194.7657572567348,-194.7657572567348,-10.88076856182876,10.88076856182876
100,3.0,2,6,1,0,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,2,15.5,6,0,1550.0,1829.6691532603566,279.66915326035655,-279.66915326035655,-18.04317117808752,18.04317117808752
45,1.0,2,2,0,1,0,0,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,2,22.222222222222218,6,0,1000.0,914.5145077767522,85.48549222324777,85.48549222324777,8.548549222324779,8.548549222324779
38,2.0,1,0,0,0,0,1,0,0,0, Puente de Vallecas , San Diego ,775,729,0,18.13157894736842,3,0,689.0,646.6107419126545,42.389258087345524,42.389258087345524,6.152287095405737,6.152287095405737
85,2.0,1,4,0,0,0,1,0,0,0, Retiro , Niño Jesús ,1790,2269,1,18.823529411764707,6,0,1600.0,1221.1070303957524,378.8929696042476,378.8929696042476,23.680810600265474,23.680810600265474
81,2.0,2,4,0,1,1,0,0,0,0, Centro , Palacio ,1355,1370,3,16.049382716049386,6,0,1300.0,1393.154427468103,93.154427468103,-93.154427468103,-7.165725189854076,7.165725189854076
100,2.0,2,1,0,1,1,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,6,13.0,3,0,1300.0,1276.5287494438146,23.471250556185396,23.471250556185396,1.8054808120142611,1.8054808120142611
65,1.0,1,9,0,1,1,1,1,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,3,17.69230769230769,6,0,1150.0,1166.9262534898123,16.926253489812325,-16.926253489812325,-1.4718481295488979,1.4718481295488979
35,1.0,1,2,0,0,0,0,0,0,0, Carabanchel , Comillas ,892,995,0,20.0,4,0,700.0,670.3077030549202,29.69229694507976,29.69229694507976,4.241756706439966,4.241756706439966
80,3.0,1,0,0,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,0,20.375,6,0,1630.0,1303.454389949858,326.54561005014193,326.54561005014193,20.03347300921116,20.03347300921116
60,1.0,1,4,0,1,1,0,1,0,0, Centro , Chueca-Justicia ,1355,1709,4,14.166666666666664,8,0,850.0,1295.8585149320045,445.8585149320045,-445.8585149320045,-52.453942933177,52.453942933177
225,4.0,3,1,0,0,1,1,1,0,1, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,6,14.222222222222221,6,0,3200.0,2893.1933629538335,306.80663704616654,306.80663704616654,9.587707407692704,9.587707407692704
108,3.0,2,5,1,1,1,1,1,0,0, Barrio de Salamanca , Fuente del Berro ,2079,1181,5,15.648148148148149,5,0,1690.0,1554.893589287519,135.10641071248097,135.10641071248097,7.994462172336152,7.994462172336152
61,1.0,1,5,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,18.852459016393446,8,0,1150.0,1459.7499006887042,309.7499006887042,-309.7499006887042,-26.934773972930802,26.934773972930802
66,1.0,1,0,0,0,0,0,0,0,0, Chamberí , Trafalgar ,1671,1474,1,16.666666666666668,7,0,1100.0,976.4525644936305,123.54743550636954,123.54743550636954,11.231585046033596,11.231585046033596
112,3.0,2,4,0,1,1,1,0,0,0, Hortaleza , Canillas ,2693,2130,5,12.5,2,0,1400.0,1366.1497093771748,33.85029062282524,33.85029062282524,2.417877901630374,2.417877901630374
90,3.0,2,2,0,0,0,1,0,1,0, Tetuán , Cuzco-Castillejos ,1190,1341,2,15.555555555555555,6,0,1400.0,1493.4877547600095,93.48775476000947,-93.48775476000947,-6.677696768572105,6.677696768572105
103,2.0,3,1,1,1,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,20.38834951456311,7,0,2100.0,2175.6916275198814,75.69162751988142,-75.69162751988142,-3.6043632152324485,3.6043632152324485
183,3.0,3,4,1,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,3,13.114754098360656,6,0,2400.0,2782.8509563058674,382.8509563058674,-382.8509563058674,-15.95212317941114,15.95212317941114
50,1.0,1,0,0,1,1,0,1,0,0, Arganzuela , Palos de Moguer ,1094,1075,4,15.0,6,0,750.0,902.2383074449581,152.23830744495808,-152.23830744495808,-20.298440992661078,20.298440992661078
40,1.0,1,1,0,1,0,0,1,0,0, Tetuán , Bellas Vistas ,1190,969,3,20.0,5,0,800.0,741.2546119232384,58.74538807676163,58.74538807676163,7.3431735095952035,7.3431735095952035
100,2.0,2,1,0,1,1,1,1,0,1, Moncloa , Aravaca ,2151,2367,7,13.5,4,0,1350.0,1445.3712764491388,95.3712764491388,-95.3712764491388,-7.064538996232504,7.064538996232504
50,1.0,1,0,0,1,1,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,3,21.2,6,0,1060.0,979.8014631630502,80.19853683694976,80.19853683694976,7.565899701599033,7.565899701599033
143,3.0,2,3,0,1,1,1,0,1,0, Barrio de Salamanca , Lista ,2079,1715,3,20.97902097902098,7,0,3000.0,2237.3545073610476,762.6454926389524,762.6454926389524,25.421516421298413,25.421516421298413
80,1.0,1,3,0,1,1,1,1,1,0, Centro , Sol ,1355,1312,5,14.375,6,0,1150.0,1431.5969189980658,281.5969189980658,-281.5969189980658,-24.486688608527462,24.486688608527462
165,4.0,3,5,1,1,1,1,1,0,1, Moncloa , Ciudad Universitaria ,2151,2786,7,11.818181818181818,5,0,1950.0,2532.872453520537,582.872453520537,-582.872453520537,-29.890895052335228,29.890895052335228
86,2.0,1,6,0,1,1,0,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,4,16.162790697674414,6,0,1390.0,1296.2427223004834,93.75727769951664,93.75727769951664,6.745127892051556,6.745127892051556
103,2.0,2,3,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,4,18.446601941747574,7,0,1900.0,1939.3253283623976,39.32532836239761,-39.32532836239761,-2.0697541243367166,2.0697541243367166
200,4.0,2,3,0,1,1,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,4,12.0,7,0,2400.0,2488.1644510331325,88.16445103313254,-88.16445103313254,-3.673518793047189,3.673518793047189
37,1.0,1,3,0,1,0,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,28.243243243243235,8,0,1045.0,863.6739283554099,181.32607164459012,181.32607164459012,17.351777190869868,17.351777190869868
50,3.0,1,1,0,1,1,1,1,0,0, Centro , Sol ,1355,1312,5,22.0,6,0,1100.0,1314.0061089188682,214.00610891886822,-214.00610891886822,-19.455100810806204,19.455100810806204
57,1.0,1,5,1,0,1,0,0,0,0, Chamartín , Prosperidad ,1950,1203,2,15.789473684210524,5,0,900.0,953.3523115912561,53.352311591256125,-53.352311591256125,-5.928034621250681,5.928034621250681
50,2.0,1,3,0,0,1,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,2,20.0,6,0,1000.0,921.6589363073756,78.3410636926244,78.3410636926244,7.83410636926244,7.83410636926244
231,4.0,2,4,0,0,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,13.41991341991342,7,0,3100.0,2498.6308318695546,601.3691681304454,601.3691681304454,19.399005423562752,19.399005423562752
170,3.0,3,3,0,1,1,1,1,0,1, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,6,18.235294117647054,6,0,3100.0,3227.1711683979447,127.17116839794471,-127.17116839794471,-4.10229575477241,4.10229575477241
120,2.0,1,1,1,1,1,0,1,0,0, Chamberí , Trafalgar ,1671,1474,4,15.0,7,0,1800.0,1789.9395590296174,10.060440970382615,10.060440970382615,0.5589133872434786,0.5589133872434786
115,4.0,2,2,1,0,1,0,1,0,0, Barrio de Salamanca , Lista ,2079,1715,3,13.043478260869565,7,0,1500.0,1658.7075851219633,158.70758512196335,-158.70758512196335,-10.580505674797557,10.580505674797557
40,2.0,1,0,0,1,0,0,0,0,0, Ciudad Lineal , Pueblo Nuevo ,1263,899,2,20.0,3,0,800.0,772.0327496369681,27.967250363031894,27.967250363031894,3.495906295378987,3.495906295378987
