sq_mt_built,n_rooms,n_bathrooms,floor,has_central_heating,has_ac,has_fitted_wardrobes,is_exterior,has_terrace,has_balcony,has_storage_room,District,Neighborhood,Avg_price_distr,Avg_price_neigh,has_sum,rent_price_area,Neigh_cluster,house_type_id_HouseType 2: Casa o chalet,rent_price,predictions_tuned_Xgb,residuals_tuned_Xgb_abs,residuals_tuned_Xgb,resid_percent_Xgb,resid_percent_Xgb_abs
51,1.0,1,1,0,1,1,0,0,1,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,4,18.62745098039216,6,0,950.0,991,41.0,-41.0,-4.315789473684211,4.315789473684211
52,2.0,1,1,0,1,1,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,3,22.115384615384613,6,0,1150.0,1033,117.0,117.0,10.173913043478262,10.173913043478262
184,4.0,2,2,1,0,1,1,1,0,0, Retiro , Ibiza ,1790,1462,3,11.956521739130435,7,0,2200.0,2399,199.0,-199.0,-9.045454545454545,9.045454545454545
60,2.0,1,3,0,1,0,1,0,0,0, Centro , Sol ,1355,1312,1,17.75,6,0,1065.0,1234,169.0,-169.0,-15.868544600938968,15.868544600938968
70,1.0,1,5,0,1,1,0,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,4,30.714285714285715,8,0,2150.0,1543,607.0,607.0,28.232558139534884,28.232558139534884
110,3.0,2,4,0,1,1,1,1,0,0, Arganzuela , Delicias ,1094,1116,6,16.363636363636363,5,0,1800.0,1594,206.0,206.0,11.444444444444445,11.444444444444445
85,1.0,1,3,0,1,1,1,1,0,0, Chamartín , Nueva España ,1950,2310,4,20.0,6,0,1700.0,1567,133.0,133.0,7.823529411764706,7.823529411764706
70,2.0,1,2,0,0,1,1,1,0,0, Latina , Campamento ,992,929,3,12.857142857142858,2,0,900.0,848,52.0,52.0,5.777777777777778,5.777777777777778
94,2.0,2,1,0,1,1,1,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,12.76595744680851,6,0,1200.0,1384,184.0,-184.0,-15.333333333333334,15.333333333333334
67,1.0,2,0,0,1,0,1,0,0,1, Centro , Malasaña-Universidad ,1355,1313,2,20.149253731343286,7,0,1350.0,1256,94.0,94.0,6.962962962962963,6.962962962962963
50,1.0,1,4,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,2,22.0,7,0,1100.0,1027,73.0,73.0,6.636363636363637,6.636363636363637
120,2.0,1,3,0,0,1,1,1,0,1, Barajas , Timón ,1082,966,7,9.166666666666666,2,0,1100.0,1250,150.0,-150.0,-13.636363636363637,13.636363636363637
35,1.0,1,0,0,1,1,0,0,0,0, Chamartín , Prosperidad ,1950,1203,3,20.0,5,0,700.0,738,38.0,-38.0,-5.428571428571429,5.428571428571429
50,1.0,1,2,0,0,1,0,0,0,0, Chamberí , Gaztambide ,1671,1448,3,17.0,6,0,850.0,914,64.0,-64.0,-7.529411764705882,7.529411764705882
50,1.0,1,3,0,0,0,1,0,1,0, Centro , Palacio ,1355,1370,1,19.5,6,0,975.0,975,0.0,0.0,0.0,0.0
78,3.0,1,3,0,0,0,1,0,0,0, Carabanchel , Puerta Bonita ,892,800,1,11.153846153846152,2,0,870.0,846,24.0,24.0,2.7586206896551726,2.7586206896551726
56,1.0,1,2,0,1,1,1,0,0,1, Barajas , Timón ,1082,966,6,14.732142857142858,2,0,825.0,804,21.0,21.0,2.5454545454545454,2.5454545454545454
52,1.0,1,2,0,1,1,1,0,1,0, Centro , Malasaña-Universidad ,1355,1313,4,21.153846153846157,7,0,1100.0,1126,26.0,-26.0,-2.3636363636363638,2.3636363636363638
75,2.0,1,4,1,0,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,15.333333333333336,6,0,1150.0,1196,46.0,-46.0,-4.0,4.0
40,1.0,1,0,0,1,1,0,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,3,18.75,6,0,750.0,760,10.0,-10.0,-1.3333333333333333,1.3333333333333333
67,1.0,1,2,0,1,1,1,0,1,0, Carabanchel , Puerta Bonita ,892,800,4,11.940298507462687,2,0,800.0,802,2.0,-2.0,-0.25,0.25
32,1.0,1,4,0,0,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,2,26.5625,7,0,850.0,726,124.0,124.0,14.588235294117647,14.588235294117647
106,2.0,2,5,1,1,1,1,0,1,0, Retiro , Niño Jesús ,1790,2269,4,17.924528301886788,6,0,1900.0,1886,14.0,14.0,0.7368421052631579,0.7368421052631579
165,3.0,2,0,0,1,1,1,1,0,1, Arganzuela , Delicias ,1094,1116,7,10.606060606060606,5,0,1750.0,2073,323.0,-323.0,-18.457142857142856,18.457142857142856
135,3.0,2,5,0,1,1,1,1,0,0, Barrio de Salamanca , Recoletos ,2079,2933,3,18.51851851851852,8,0,2500.0,3444,944.0,-944.0,-37.76,37.76
140,3.0,3,6,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,31.07142857142857,6,0,4350.0,2361,1989.0,1989.0,45.724137931034484,45.724137931034484
135,3.0,2,1,0,1,1,1,0,0,1, Tetuán , Cuatro Caminos ,1190,1373,5,16.296296296296298,6,0,2200.0,1929,271.0,271.0,12.318181818181818,12.318181818181818
85,3.0,1,3,0,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,1,12.352941176470587,6,0,1050.0,1409,359.0,-359.0,-34.19047619047619,34.19047619047619
50,1.0,1,2,0,1,0,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,1,18.0,7,0,900.0,991,91.0,-91.0,-10.11111111111111,10.11111111111111
120,2.0,2,3,0,1,1,1,0,0,0, Chamartín , Nueva España ,1950,2310,3,17.5,6,0,2100.0,1763,337.0,337.0,16.047619047619047,16.047619047619047
105,3.0,1,0,0,0,1,1,1,0,0, Retiro , Pacífico ,1790,1185,2,14.285714285714285,5,0,1500.0,1296,204.0,204.0,13.6,13.6
100,3.0,2,2,0,1,1,1,0,1,0, Chamberí , Trafalgar ,1671,1474,4,20.0,7,0,2000.0,1840,160.0,160.0,8.0,8.0
50,1.0,1,1,0,1,1,0,0,0,0, Centro , Palacio ,1355,1370,3,19.0,6,0,950.0,966,16.0,-16.0,-1.6842105263157894,1.6842105263157894
75,2.0,1,2,1,0,1,0,0,0,0, Chamberí , Almagro ,1671,2327,2,28.0,8,0,2100.0,1406,694.0,694.0,33.04761904761905,33.04761904761905
68,1.0,1,3,0,1,1,1,0,1,0, Centro , Sol ,1355,1312,4,16.176470588235293,6,0,1100.0,1169,69.0,-69.0,-6.2727272727272725,6.2727272727272725
140,3.0,2,1,0,1,1,1,0,0,1, Usera , 12 de Octubre-Orcasur ,932,848,4,9.642857142857142,1,0,1350.0,1178,172.0,172.0,12.74074074074074,12.74074074074074
40,1.0,1,4,0,1,0,0,0,0,0, Arganzuela , Palos de Moguer ,1094,1075,1,15.0,6,0,600.0,754,154.0,-154.0,-25.666666666666668,25.666666666666668
54,1.0,1,3,0,1,0,1,1,0,1, Tetuán , Valdeacederas ,1190,934,4,18.51851851851852,5,0,1000.0,940,60.0,60.0,6.0,6.0
150,2.0,2,2,0,1,1,1,1,1,1, Chamberí , Almagro ,1671,2327,5,19.33333333333333,8,0,2900.0,2670,230.0,230.0,7.931034482758621,7.931034482758621
100,2.0,2,2,0,1,1,1,1,0,0, Centro , Chueca-Justicia ,1355,1709,4,16.0,8,0,1600.0,2074,474.0,-474.0,-29.625,29.625
130,3.0,3,1,0,1,1,1,1,0,0, Ciudad Lineal , San Pascual ,1263,1268,4,13.076923076923075,5,0,1700.0,2057,357.0,-357.0,-21.0,21.0
58,1.0,1,2,0,1,1,1,1,0,1, Ciudad Lineal , Colina ,1263,1193,7,23.79310344827586,4,0,1380.0,1057,323.0,323.0,23.405797101449274,23.405797101449274
79,3.0,1,3,0,0,0,1,0,0,0, Moratalaz , Fontarrón ,956,871,0,9.49367088607595,1,0,750.0,940,190.0,-190.0,-25.333333333333332,25.333333333333332
85,1.0,1,8,0,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,18.235294117647054,6,0,1550.0,1579,29.0,-29.0,-1.8709677419354838,1.8709677419354838
76,2.0,1,3,0,1,1,1,1,1,0, Barrio de Salamanca , Guindalera ,2079,1349,6,17.105263157894736,6,0,1300.0,1324,24.0,-24.0,-1.8461538461538463,1.8461538461538463
132,3.0,3,0,0,1,1,0,1,0,0, Chamberí , Vallehermoso ,1671,1693,5,13.636363636363635,6,0,1800.0,2762,962.0,-962.0,-53.44444444444444,53.44444444444444
71,1.0,1,2,1,1,1,1,0,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,5,19.014084507042245,6,0,1350.0,1273,77.0,77.0,5.703703703703703,5.703703703703703
143,3.0,3,1,0,1,1,1,0,0,0, Hortaleza , Conde Orgaz-Piovera ,2693,4039,5,10.839160839160838,5,0,1550.0,2323,773.0,-773.0,-49.87096774193548,49.87096774193548
50,1.0,1,1,0,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,17.0,8,0,850.0,1150,300.0,-300.0,-35.294117647058826,35.294117647058826
53,2.0,1,0,0,1,1,0,0,0,0, Barrio de Salamanca , Lista ,2079,1715,4,23.58490566037736,7,0,1250.0,1166,84.0,84.0,6.72,6.72
60,1.0,1,6,1,1,0,1,1,0,0, Barrio de Salamanca , Lista ,2079,1715,3,25.0,7,0,1500.0,1210,290.0,290.0,19.333333333333332,19.333333333333332
157,3.0,2,5,0,1,0,1,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,1,22.108280254777068,8,0,3471.0,3013,458.0,458.0,13.195044655718814,13.195044655718814
50,2.0,1,4,0,0,1,0,0,0,0, Barrio de Salamanca , Lista ,2079,1715,2,19.0,7,0,950.0,1080,130.0,-130.0,-13.68421052631579,13.68421052631579
106,2.0,2,4,0,1,1,1,0,1,0, Barrio de Salamanca , Lista ,2079,1715,4,16.037735849056602,7,0,1700.0,2114,414.0,-414.0,-24.352941176470587,24.352941176470587
67,3.0,1,3,0,1,0,1,0,0,0, Carabanchel , Opañel ,892,885,2,14.17910447761194,4,0,950.0,879,71.0,71.0,7.473684210526316,7.473684210526316
60,2.0,1,6,0,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,21.66666666666667,8,0,1300.0,1218,82.0,82.0,6.3076923076923075,6.3076923076923075
74,2.0,1,2,0,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,19.594594594594593,6,0,1450.0,1303,147.0,147.0,10.137931034482758,10.137931034482758
53,1.0,1,1,0,1,1,1,0,1,0, Centro , Sol ,1355,1312,4,14.716981132075471,6,0,780.0,1040,260.0,-260.0,-33.333333333333336,33.333333333333336
68,1.0,1,5,0,1,1,1,0,1,0, Barrio de Salamanca , Recoletos ,2079,2933,4,23.382352941176467,8,0,1590.0,1443,147.0,147.0,9.245283018867925,9.245283018867925
50,1.0,1,5,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,24.0,7,0,1200.0,978,222.0,222.0,18.5,18.5
50,1.0,1,5,0,0,1,0,0,0,0, Barrio de Salamanca , Lista ,2079,1715,3,16.0,7,0,800.0,1015,215.0,-215.0,-26.875,26.875
60,2.0,1,0,0,0,1,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,1,18.33333333333333,7,0,1100.0,1026,74.0,74.0,6.7272727272727275,6.7272727272727275
91,2.0,2,2,0,1,1,1,0,0,1, Moncloa , Valdezarza ,2151,1239,6,17.032967032967033,4,0,1550.0,1344,206.0,206.0,13.290322580645162,13.290322580645162
55,2.0,2,2,0,1,1,1,0,0,0, Puente de Vallecas , Palomeras Bajas ,775,825,3,17.272727272727273,2,0,950.0,781,169.0,169.0,17.789473684210527,17.789473684210527
254,3.0,2,6,1,1,1,1,1,0,0, Centro , Sol ,1355,1312,4,9.842519685039369,6,0,2500.0,2950,450.0,-450.0,-18.0,18.0
50,1.0,1,2,1,1,0,0,0,0,0, Retiro , Pacífico ,1790,1185,3,19.0,5,0,950.0,878,72.0,72.0,7.578947368421052,7.578947368421052
50,1.0,1,1,0,1,1,1,0,0,0, Chamartín , Nueva España ,1950,2310,3,24.0,6,0,1200.0,1093,107.0,107.0,8.916666666666666,8.916666666666666
93,2.0,2,3,0,1,1,1,0,0,1, San Blas , Rejas ,1071,968,5,11.827956989247312,2,0,1100.0,1102,2.0,-2.0,-0.18181818181818182,0.18181818181818182
104,2.0,1,3,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,16.346153846153847,8,0,1700.0,1718,18.0,-18.0,-1.0588235294117647,1.0588235294117647
118,3.0,2,5,0,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,3,13.559322033898303,7,0,1600.0,2052,452.0,-452.0,-28.25,28.25
100,4.0,2,0,0,0,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,1,25.0,6,0,2500.0,2143,357.0,357.0,14.28,14.28
65,1.0,1,1,1,1,1,1,1,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,5,18.46153846153846,6,0,1200.0,1205,5.0,-5.0,-0.4166666666666667,0.4166666666666667
105,2.0,2,1,0,0,1,1,0,0,1, San Blas , Simancas ,1071,948,4,12.142857142857142,2,0,1275.0,1088,187.0,187.0,14.666666666666666,14.666666666666666
140,3.0,3,1,1,0,1,1,0,1,0, Barrio de Salamanca , Lista ,2079,1715,3,21.428571428571427,7,0,3000.0,2642,358.0,358.0,11.933333333333334,11.933333333333334
120,3.0,2,5,0,1,1,1,0,0,0, Chamartín , Prosperidad ,1950,1203,3,14.166666666666664,5,0,1700.0,1671,29.0,29.0,1.7058823529411764,1.7058823529411764
45,2.0,1,6,0,1,1,0,0,0,0, Barrio de Salamanca , Lista ,2079,1715,4,24.444444444444446,7,0,1100.0,1068,32.0,32.0,2.909090909090909,2.909090909090909
100,3.0,2,1,0,1,1,1,0,0,0, Usera , Orcasitas ,932,949,4,10.45,1,0,1045.0,1020,25.0,25.0,2.3923444976076556,2.3923444976076556
117,3.0,2,4,0,1,0,1,0,0,1, Usera , Almendrales ,932,1108,6,12.82051282051282,3,0,1500.0,1381,119.0,119.0,7.933333333333334,7.933333333333334
60,2.0,1,4,0,1,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,20.0,7,0,1200.0,1244,44.0,-44.0,-3.6666666666666665,3.6666666666666665
90,3.0,1,1,0,1,1,1,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,3,18.88888888888889,6,0,1700.0,1633,67.0,67.0,3.9411764705882355,3.9411764705882355
65,1.0,1,5,1,1,1,1,1,0,0, Barrio de Salamanca , Lista ,2079,1715,4,18.46153846153846,7,0,1200.0,1249,49.0,-49.0,-4.083333333333333,4.083333333333333
110,3.0,2,9,0,0,1,1,1,0,0, Usera , Orcasitas ,932,949,3,8.181818181818182,1,0,900.0,1093,193.0,-193.0,-21.444444444444443,21.444444444444443
56,2.0,2,0,0,0,0,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,0,23.214285714285715,6,0,1300.0,1252,48.0,48.0,3.6923076923076925,3.6923076923076925
70,1.0,1,1,0,0,1,1,0,0,1, Tetuán , Berruguete ,1190,935,3,11.428571428571427,5,0,800.0,970,170.0,-170.0,-21.25,21.25
218,4.0,4,3,0,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,3,17.889908256880734,8,0,3900.0,3425,475.0,475.0,12.179487179487179,12.179487179487179
58,1.0,1,3,0,0,0,1,0,0,0, San Blas , Rejas ,1071,968,0,14.655172413793107,2,0,850.0,763,87.0,87.0,10.235294117647058,10.235294117647058
28,1.0,1,5,0,1,0,0,0,0,0, Centro , Palacio ,1355,1370,2,21.071428571428573,6,0,590.0,752,162.0,-162.0,-27.45762711864407,27.45762711864407
48,1.0,1,0,0,0,1,0,1,0,0, Centro , Chueca-Justicia ,1355,1709,2,20.83333333333333,8,0,1000.0,871,129.0,129.0,12.9,12.9
45,1.0,1,2,0,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,3,18.33333333333333,7,0,825.0,951,126.0,-126.0,-15.272727272727273,15.272727272727273
35,1.0,1,3,0,1,1,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,3,23.57142857142857,6,0,825.0,724,101.0,101.0,12.242424242424242,12.242424242424242
45,1.0,1,4,0,1,0,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,1,27.777777777777782,8,0,1250.0,959,291.0,291.0,23.28,23.28
41,2.0,1,0,0,1,0,1,0,0,0, Tetuán , Valdeacederas ,1190,934,2,18.29268292682927,5,0,750.0,754,4.0,-4.0,-0.5333333333333333,0.5333333333333333
85,2.0,2,3,0,1,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,25.882352941176467,7,0,2200.0,1817,383.0,383.0,17.40909090909091,17.40909090909091
33,1.0,1,6,0,1,0,1,0,0,0, Chamberí , Vallehermoso ,1671,1693,2,21.21212121212121,6,0,700.0,875,175.0,-175.0,-25.0,25.0
109,2.0,2,6,0,1,1,1,1,1,0, Barrio de Salamanca , Goya ,2079,1759,6,20.183486238532108,7,0,2200.0,2117,83.0,83.0,3.772727272727273,3.772727272727273
39,1.0,1,3,0,0,1,0,0,0,0, Arganzuela , Acacias ,1094,1044,1,25.615384615384613,5,0,999.0,688,311.0,311.0,31.13113113113113,31.13113113113113
56,2.0,1,1,0,1,1,0,0,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,3,17.678571428571427,6,0,990.0,1052,62.0,-62.0,-6.262626262626263,6.262626262626263
80,2.0,1,2,0,0,0,1,0,0,0, Chamartín , Castilla ,1950,1451,1,15.0,5,0,1200.0,1035,165.0,165.0,13.75,13.75
125,4.0,4,7,1,0,1,1,1,0,0, Tetuán , Ventilla-Almenara ,1190,1189,4,19.2,5,0,2400.0,2096,304.0,304.0,12.666666666666666,12.666666666666666
130,2.0,2,4,0,1,0,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,1,21.153846153846157,7,0,2750.0,2512,238.0,238.0,8.654545454545454,8.654545454545454
150,3.0,2,3,0,1,1,1,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,3,15.333333333333336,8,0,2300.0,2714,414.0,-414.0,-18.0,18.0
82,2.0,1,1,0,0,0,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,1,15.853658536585364,7,0,1300.0,1361,61.0,-61.0,-4.6923076923076925,4.6923076923076925
73,2.0,1,1,0,1,1,1,0,0,0, Latina , Aluche ,992,920,3,11.643835616438356,1,0,850.0,859,9.0,-9.0,-1.0588235294117647,1.0588235294117647
60,1.0,1,2,0,1,1,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,3,14.166666666666664,3,0,850.0,886,36.0,-36.0,-4.235294117647059,4.235294117647059
45,1.0,1,5,0,0,0,1,0,0,0, Centro , Sol ,1355,1312,0,23.33333333333333,6,0,1050.0,840,210.0,210.0,20.0,20.0
40,1.0,1,2,0,1,1,1,0,0,0, Fuencarral , Pilar ,1744,996,3,18.75,4,0,750.0,747,3.0,3.0,0.4,0.4
60,2.0,1,2,0,1,1,1,0,1,0, Centro , Malasaña-Universidad ,1355,1313,4,25.0,7,0,1500.0,1280,220.0,220.0,14.666666666666666,14.666666666666666
203,2.0,3,2,0,0,1,1,0,1,0, Centro , Chueca-Justicia ,1355,1709,3,13.79310344827586,8,0,2800.0,2947,147.0,-147.0,-5.25,5.25
70,2.0,1,3,0,0,1,1,1,0,0, Latina , Aluche ,992,920,3,10.0,1,0,700.0,858,158.0,-158.0,-22.571428571428573,22.571428571428573
40,1.0,1,5,0,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,17.475,6,0,699.0,1262,563.0,-563.0,-80.54363376251789,80.54363376251789
70,2.0,1,1,0,0,0,0,0,0,0, Tetuán , Valdeacederas ,1190,934,0,13.142857142857142,5,0,920.0,937,17.0,-17.0,-1.8478260869565217,1.8478260869565217
114,3.0,2,4,0,1,1,1,0,0,0, Barrio de Salamanca , Lista ,2079,1715,3,17.543859649122812,7,0,2000.0,1892,108.0,108.0,5.4,5.4
130,4.0,3,7,0,1,1,1,1,0,1, Arganzuela , Delicias ,1094,1116,6,16.153846153846153,5,0,2100.0,1804,296.0,296.0,14.095238095238095,14.095238095238095
225,5.0,4,3,0,1,1,1,1,0,1, Moncloa , Valdemarín ,2151,2975,6,12.444444444444445,4,0,2800.0,2690,110.0,110.0,3.9285714285714284,3.9285714285714284
120,2.0,2,8,0,1,1,1,0,0,1, Chamberí , Gaztambide ,1671,1448,5,15.0,6,0,1800.0,1832,32.0,-32.0,-1.7777777777777777,1.7777777777777777
71,1.0,1,6,0,1,0,0,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,1,16.901408450704224,6,0,1200.0,1267,67.0,-67.0,-5.583333333333333,5.583333333333333
63,1.0,1,1,0,1,1,1,1,0,0, Ciudad Lineal , Concepción ,1263,1073,4,13.492063492063492,4,0,850.0,900,50.0,-50.0,-5.882352941176471,5.882352941176471
150,3.0,2,5,0,1,1,1,1,0,0, Chamberí , Almagro ,1671,2327,5,17.333333333333332,8,0,2600.0,2492,108.0,108.0,4.153846153846154,4.153846153846154
75,3.0,1,1,0,0,0,1,0,0,0, Chamberí , Gaztambide ,1671,1448,1,22.66666666666667,6,0,1700.0,1384,316.0,316.0,18.58823529411765,18.58823529411765
45,1.0,1,3,0,0,0,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,2,18.33333333333333,6,0,825.0,907,82.0,-82.0,-9.93939393939394,9.93939393939394
50,1.0,1,4,0,1,0,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,1,24.0,7,0,1200.0,1132,68.0,68.0,5.666666666666667,5.666666666666667
93,2.0,2,4,0,1,1,1,0,0,1, San Blas , Rejas ,1071,968,4,11.827956989247312,2,0,1100.0,1025,75.0,75.0,6.818181818181818,6.818181818181818
48,2.0,1,2,0,1,1,1,1,0,0, Fuencarral , Pilar ,1744,996,4,15.833333333333336,4,0,760.0,826,66.0,-66.0,-8.68421052631579,8.68421052631579
85,2.0,1,1,1,0,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,18.529411764705888,7,0,1575.0,1537,38.0,38.0,2.4126984126984126,2.4126984126984126
70,1.0,1,3,1,1,1,1,0,1,1, Centro , Palacio ,1355,1370,6,22.857142857142854,6,0,1600.0,1337,263.0,263.0,16.4375,16.4375
84,2.0,1,7,0,1,1,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,5,13.095238095238097,3,0,1100.0,1118,18.0,-18.0,-1.6363636363636365,1.6363636363636365
47,1.0,1,1,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,45.95744680851064,8,0,2160.0,1271,889.0,889.0,41.157407407407405,41.157407407407405
40,1.0,1,0,0,0,1,1,0,0,0, Puente de Vallecas , San Diego ,775,729,2,17.5,3,0,700.0,679,21.0,21.0,3.0,3.0
65,2.0,1,0,0,0,0,0,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,2,16.153846153846153,6,0,1050.0,978,72.0,72.0,6.857142857142857,6.857142857142857
70,1.0,1,4,0,1,1,1,1,0,0, Centro , Lavapiés-Embajadores ,1355,1106,3,21.428571428571427,6,0,1500.0,1250,250.0,250.0,16.666666666666668,16.666666666666668
75,2.0,2,7,0,0,1,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,5,16.0,3,0,1200.0,1159,41.0,41.0,3.4166666666666665,3.4166666666666665
140,4.0,2,2,1,0,1,1,0,0,0, Chamartín , Castilla ,1950,1451,2,16.071428571428573,5,0,2250.0,2051,199.0,199.0,8.844444444444445,8.844444444444445
75,1.0,2,4,0,1,1,1,0,0,0, Barrio de Salamanca , Lista ,2079,1715,3,18.666666666666668,7,0,1400.0,1587,187.0,-187.0,-13.357142857142858,13.357142857142858
110,3.0,3,4,1,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,4,16.363636363636363,7,0,1800.0,1953,153.0,-153.0,-8.5,8.5
53,1.0,1,1,0,1,1,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,4,23.396226415094336,7,0,1240.0,1128,112.0,112.0,9.03225806451613,9.03225806451613
48,1.0,1,1,0,1,1,0,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,17.708333333333332,6,0,850.0,1027,177.0,-177.0,-20.823529411764707,20.823529411764707
65,2.0,1,5,0,1,1,1,0,1,0, Chamberí , Gaztambide ,1671,1448,4,18.076923076923077,6,0,1175.0,1206,31.0,-31.0,-2.6382978723404253,2.6382978723404253
156,4.0,3,5,1,0,1,1,0,0,0, Chamberí , Trafalgar ,1671,1474,2,14.423076923076925,7,0,2250.0,2435,185.0,-185.0,-8.222222222222221,8.222222222222221
87,2.0,2,2,0,0,1,1,1,0,1, Villaverde , Butarque ,843,830,6,9.195402298850574,1,0,800.0,849,49.0,-49.0,-6.125,6.125
200,3.0,3,6,0,1,1,1,1,0,0, Retiro , Jerónimos ,1790,3121,5,19.975,7,0,3995.0,2997,998.0,998.0,24.98122653316646,24.98122653316646
40,0.0,1,0,0,0,1,0,0,0,0, Tetuán , Valdeacederas ,1190,934,1,15.0,5,0,600.0,661,61.0,-61.0,-10.166666666666666,10.166666666666666
150,3.0,2,1,1,1,1,1,0,0,0, Retiro , Niño Jesús ,1790,2269,5,23.33333333333333,6,0,3500.0,2574,926.0,926.0,26.457142857142856,26.457142857142856
85,2.0,2,1,0,0,1,1,0,0,0, Hortaleza , Canillas ,2693,2130,4,11.176470588235292,2,0,950.0,997,47.0,-47.0,-4.947368421052632,4.947368421052632
65,2.0,1,0,0,0,1,1,1,0,0, Puente de Vallecas , San Diego ,775,729,3,12.307692307692307,3,0,800.0,783,17.0,17.0,2.125,2.125
70,3.0,1,0,0,0,0,1,0,0,0, Latina , Campamento ,992,929,0,12.142857142857142,2,0,850.0,1024,174.0,-174.0,-20.470588235294116,20.470588235294116
55,1.0,1,0,0,1,1,0,0,0,0, Tetuán , Valdeacederas ,1190,934,3,10.909090909090908,5,0,600.0,814,214.0,-214.0,-35.666666666666664,35.666666666666664
200,5.0,3,1,0,1,1,1,0,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,3,9.75,6,0,1950.0,2663,713.0,-713.0,-36.56410256410256,36.56410256410256
60,2.0,2,4,0,1,1,0,0,0,0, Barrio de Salamanca , Lista ,2079,1715,2,26.66666666666667,7,0,1600.0,1495,105.0,105.0,6.5625,6.5625
105,3.0,3,1,1,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,3,20.0,7,0,2100.0,2300,200.0,-200.0,-9.523809523809524,9.523809523809524
70,2.0,1,6,0,1,1,1,0,0,0, Centro , Sol ,1355,1312,3,15.714285714285715,6,0,1100.0,1169,69.0,-69.0,-6.2727272727272725,6.2727272727272725
55,1.0,1,7,0,0,1,1,0,0,0, Chamartín , Prosperidad ,1950,1203,2,14.545454545454545,5,0,800.0,876,76.0,-76.0,-9.5,9.5
50,1.0,1,0,1,0,1,0,0,0,0, Chamberí , Almagro ,1671,2327,2,14.0,8,0,700.0,923,223.0,-223.0,-31.857142857142858,31.857142857142858
50,1.0,1,2,0,0,1,1,0,0,0, Chamartín , Ciudad Jardín ,1950,1529,1,16.0,7,0,800.0,1084,284.0,-284.0,-35.5,35.5
51,1.0,1,2,0,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,16.666666666666668,6,0,850.0,990,140.0,-140.0,-16.470588235294116,16.470588235294116
100,2.0,1,2,0,1,1,1,1,0,0, Moncloa , Argüelles ,2151,1727,4,24.5,6,0,2450.0,2276,174.0,174.0,7.1020408163265305,7.1020408163265305
